0.726886383,0.750481805,0.968559635,0.076750789,1.473399884,1.116954671,0.263206693,14.97366236,0.189415766,0.002697659,0.006099818,0.140493858,0.004527181,0.044269975,1,1,2,4
0.663767252,0.686856206,0.966384588,0.868044066,1.043561042,1.275079342,0.10053787,302.9254019,0.009630432,0.002121438,0.019048878,0.005747675,0.001447644,0.006765011,4,2,2,3
0.662096307,0.807052451,0.820388199,0.299912633,2.928493083,2.804492067,2.976097558,0.253122375,0.009497917,0.002925145,0.005939917,0.054573328,0.001182094,2.014094783,2,4,1,4
0.60807777,0.690587212,0.880522777,0.05884868,0.763577338,0.8752143,0.152039878,494.2928402,0.127299899,0.00539704,0.001527792,0.008184767,0.011922519,0.035866679,3,2,1,3
0.598439733,0.727714885,0.822354668,0.509655117,2.173738077,2.111332087,2.215607722,71.4221488,0.00768822,0.014169493,0.001418221,0.003599032,0.056916056,1.625221709,3,4,4,1
0.584429719,0.626714693,0.932529149,0.750487644,1.071832447,1.599897839,0.24265433,99.49881881,0.024766062,0.008504746,0.075733341,0.063317728,0.055168492,0.108741897,3,2,1,4
0.57486451,0.658353667,0.873184944,0.879885225,4.144249211,2.978367342,2.358443357,2.81003399,0.004089199,0.163314171,0.007162269,9.688015215,1.1085079,2.010109222,2,3,4,1
0.56780415,0.646983654,0.877617458,0.243014371,3.268080362,2.541823712,1.808852015,356.7231516,0.008929269,0.043235569,0.006330466,0.60793561,0.943766396,1.587539961,1,4,3,2
0.560044028,0.654457388,0.855737957,0.060434359,1.287837438,1.308653042,0.155723586,4.486561027,0.001731244,0.004079569,0.160225189,1.772146735,0.417387471,0.041809396,1,1,1,2
0.559931547,0.687458275,0.814495319,0.800436352,1.173707975,1.744524224,0.222653024,20.37171276,0.064128578,0.003275975,0.00163005,0.02364206,0.001254633,0.057369667,3,3,1,4
0.552095302,0.566124555,0.975218786,0.518850575,4.089501928,2.039698802,7.10239949,5.484939777,0.271081528,0.005053978,0.002592065,0.005267227,0.010434138,2.01118935,1,3,1,4
0.534755974,0.734937198,0.727621319,0.523606867,1.666536793,1.551975923,1.19312096,0.715296873,0.002358804,0.047386251,0.005778029,1.082987544,0.164374217,0.950423511,1,3,1,4
0.532952879,0.595047909,0.895647007,0.249667226,0.816761116,1.293920775,0.140603646,17.32324229,0.002683096,0.018777124,0.001947652,0.002876394,0.095610712,0.093209529,3,3,1,2
0.516913775,0.783595119,0.659669468,0.959355664,5.129948759,5.407442893,4.079948299,201.0699603,0.02625526,0.027424798,0.022674267,1.159706979,0.058610601,3.960974969,2,3,3,1
0.515118983,0.81930658,0.628725553,0.264810961,8.539938568,2.292486823,7.585329737,0.228039512,0.782618871,0.001813033,0.001972174,0.161110005,0.001502848,2.845340894,1,4,3,2
0.50599243,0.613229703,0.825127073,0.363483624,7.308061496,6.802591248,6.897098158,4.831303572,0.010186681,0.028745092,0.010524722,0.031839868,0.491616587,6.058670777,2,2,2,3
